"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","PDK4 (pp) CPT1A","false","pp","PDK4 (pp) CPT1A","0.062",,,,,,"0.71","0.704"
"pp","PDK4 (pp) FAM210B","false","pp","PDK4 (pp) FAM210B","0.063",,,,,,"0.403","0.39"
"pp","SPATA20 (pp) UBXN6","false","pp","SPATA20 (pp) UBXN6",,,,,,,"0.412","0.413"
"pp","TNFRSF17 (pp) FCRL5","false","pp","TNFRSF17 (pp) FCRL5","0.08",,,,,,"0.437","0.414"
"pp","TNFRSF17 (pp) SLAMF7","false","pp","TNFRSF17 (pp) SLAMF7","0.09",,,,,,"0.572","0.549"
"pp","TNFRSF17 (pp) TNFRSF9","false","pp","TNFRSF17 (pp) TNFRSF9",,,,,,,"0.459","0.46"
"pp","TNFRSF17 (pp) CD200","false","pp","TNFRSF17 (pp) CD200",,,,,,,"0.43","0.43"
"pp","TNFRSF17 (pp) CD8A","false","pp","TNFRSF17 (pp) CD8A",,,,,,,"0.4","0.4"
"pp","UTS2 (pp) XCL1","false","pp","UTS2 (pp) XCL1",,,"0.5",,,,"0.499",
"pp","TNS1 (pp) ITGB3","false","pp","TNS1 (pp) ITGB3","0.093",,,"0.109",,,"0.739","0.702"
"pp","TNS1 (pp) SLC4A1","false","pp","TNS1 (pp) SLC4A1","0.665",,,,,,"0.666","0.045"
"pp","TNS1 (pp) IGF1R","false","pp","TNS1 (pp) IGF1R","0.053",,,"0.219",,,"0.607","0.511"
"pp","TNS1 (pp) BCL2L1","false","pp","TNS1 (pp) BCL2L1","0.253",,,"0.076",,,"0.492","0.324"
"pp","CEACAM6 (pp) PDZK1IP1","false","pp","CEACAM6 (pp) PDZK1IP1","0.153",,,,,,"0.432","0.357"
"pp","CEACAM6 (pp) DEFA4","false","pp","CEACAM6 (pp) DEFA4","0.314",,,,,,"0.645","0.505"
"pp","CEACAM6 (pp) CEACAM8","false","pp","CEACAM6 (pp) CEACAM8","0.323",,"0.3","0.849",,,"0.924","0.061"
"pp","CEACAM6 (pp) OLFM4","false","pp","CEACAM6 (pp) OLFM4","0.16",,,,,,"0.4","0.315"
"pp","CEACAM6 (pp) LCN2","false","pp","CEACAM6 (pp) LCN2","0.525",,,,,,"0.65","0.294"
"pp","USP18 (pp) PARP14","false","pp","USP18 (pp) PARP14","0.48",,,,,,"0.661","0.376"
"pp","USP18 (pp) IFI6","false","pp","USP18 (pp) IFI6","0.588",,,,,,"0.813","0.566"
"pp","USP18 (pp) OASL","false","pp","USP18 (pp) OASL","0.779",,,"0.172",,,"0.915","0.575"
"pp","USP18 (pp) OAS3","false","pp","USP18 (pp) OAS3","0.746",,,,,,"0.875","0.53"
"pp","USP18 (pp) CMPK2","false","pp","USP18 (pp) CMPK2","0.523",,,,,,"0.736","0.47"
"pp","USP18 (pp) LY6E","false","pp","USP18 (pp) LY6E","0.135",,,,,,"0.437","0.376"
"pp","USP18 (pp) ISG15","false","pp","USP18 (pp) ISG15","0.83",,"0.9","0.898",,,"0.999","0.965"
"pp","USP18 (pp) RSAD2","false","pp","USP18 (pp) RSAD2","0.882",,,,,,"0.964","0.716"
"pp","USP18 (pp) IFIT3","false","pp","USP18 (pp) IFIT3","0.798",,,"0.126",,,"0.941","0.696"
"pp","USP18 (pp) SIGLEC1","false","pp","USP18 (pp) SIGLEC1","0.101",,,,,,"0.45","0.414"
"pp","USP18 (pp) IFI44L","false","pp","USP18 (pp) IFI44L","0.712",,,,,,"0.882","0.609"
"pp","USP18 (pp) MX1","false","pp","USP18 (pp) MX1","0.812",,"0.9","0.115",,,"0.994","0.704"
"pp","USP18 (pp) HERC5","false","pp","USP18 (pp) HERC5","0.632",,,"0.159",,,"0.912","0.741"
"pp","USP18 (pp) EPSTI1","false","pp","USP18 (pp) EPSTI1","0.118",,,,,,"0.423","0.373"
"pp","USP18 (pp) IFI44","false","pp","USP18 (pp) IFI44","0.666",,,,,,"0.881","0.659"
"pp","USP18 (pp) IFIT1","false","pp","USP18 (pp) IFIT1","0.852",,"0.9","0.126",,,"0.995","0.721"
"pp","USP18 (pp) JAK1","false","pp","USP18 (pp) JAK1","0.053",,"0.9","0.058",,,"0.958","0.592"
"pp","USP18 (pp) CXCL10","false","pp","USP18 (pp) CXCL10","0.312",,,,,,"0.643","0.503"
"pp","PVALB (pp) GYPE","false","pp","PVALB (pp) GYPE",,,,,,,"0.662","0.662"
"pp","PVALB (pp) NRG1","false","pp","PVALB (pp) NRG1",,,,,,,"0.601","0.602"
"pp","PVALB (pp) ANK3","false","pp","PVALB (pp) ANK3","0.118",,,"0.078",,,"0.526","0.465"
"pp","PVALB (pp) S100B","false","pp","PVALB (pp) S100B","0.171",,,"0.164",,,"0.652","0.54"
"pp","PVALB (pp) ASPM","false","pp","PVALB (pp) ASPM","0.066",,,"0.371",,,"0.492","0.206"
"pp","GZMH (pp) CST7","false","pp","GZMH (pp) CST7","0.544",,,,,,"0.634","0.23"
"pp","GZMH (pp) KLRB1","false","pp","GZMH (pp) KLRB1","0.332",,,,,,"0.509","0.296"
"pp","GZMH (pp) FGFBP2","false","pp","GZMH (pp) FGFBP2","0.33",,,,,,"0.629","0.469"
"pp","GZMH (pp) GZMK","false","pp","GZMH (pp) GZMK","0.678","0.1",,,,,"0.734","0.157"
"pp","GZMH (pp) TIGIT","false","pp","GZMH (pp) TIGIT","0.267",,,,,,"0.435","0.261"
"pp","GZMH (pp) GNLY","false","pp","GZMH (pp) GNLY","0.792",,,,,,"0.912","0.596"
"pp","GZMH (pp) KLRD1","false","pp","GZMH (pp) KLRD1","0.563",,,,,,"0.674","0.285"
"pp","GZMH (pp) PRF1","false","pp","GZMH (pp) PRF1","0.783",,,,,,"0.89","0.518"
"pp","GZMH (pp) KLRF1","false","pp","GZMH (pp) KLRF1","0.329",,,,,,"0.573","0.391"
"pp","GZMH (pp) CD8A","false","pp","GZMH (pp) CD8A","0.783",,,,,,"0.875","0.452"
"pp","GZMH (pp) CD8B","false","pp","GZMH (pp) CD8B","0.161",,,,,,"0.431","0.35"
"pp","GZMH (pp) CTSW","false","pp","GZMH (pp) CTSW","0.293",,,,,,"0.608","0.469"
"pp","TUBB1 (pp) LCN2","false","pp","TUBB1 (pp) LCN2",,,,,,,"0.431","0.431"
"pp","TUBB1 (pp) ITGA2B","false","pp","TUBB1 (pp) ITGA2B","0.185",,,,,,"0.482","0.391"
"pp","TUBB1 (pp) SELENBP1","false","pp","TUBB1 (pp) SELENBP1",,,,,,,"0.433","0.433"
"pp","OLFM4 (pp) MMP8","false","pp","OLFM4 (pp) MMP8","0.12",,,,,,"0.443","0.394"
"pp","OLFM4 (pp) DEFA4","false","pp","OLFM4 (pp) DEFA4","0.155",,,,,,"0.535","0.473"
"pp","OLFM4 (pp) CST7","false","pp","OLFM4 (pp) CST7",,,,,,,"0.455","0.455"
"pp","OLFM4 (pp) NOD2","false","pp","OLFM4 (pp) NOD2",,,,"0.345",,,"0.485","0.246"
"pp","OLFM4 (pp) CD177","false","pp","OLFM4 (pp) CD177","0.088",,,,,,"0.547","0.524"
"pp","OLFM4 (pp) LCN2","false","pp","OLFM4 (pp) LCN2","0.239",,,,,,"0.534","0.413"
"pp","OLFM4 (pp) CEACAM8","false","pp","OLFM4 (pp) CEACAM8","0.185",,,,,,"0.422","0.32"
"pp","OLFM4 (pp) LTF","false","pp","OLFM4 (pp) LTF","0.182",,,,,,"0.478","0.388"
"pp","P2RX1 (pp) P2RY12","false","pp","P2RX1 (pp) P2RY12","0.07",,,,,,"0.913","0.91"
"pp","P2RX1 (pp) NT5E","false","pp","P2RX1 (pp) NT5E",,,,,,,"0.464","0.465"
"pp","PF4V1 (pp) CXCL10","false","pp","PF4V1 (pp) CXCL10","0.054",,"0.8","0.237",,,"0.919","0.506"
"pp","OAS3 (pp) EPSTI1","false","pp","OAS3 (pp) EPSTI1","0.177",,,,,,"0.535","0.459"
"pp","OAS3 (pp) PARP14","false","pp","OAS3 (pp) PARP14","0.211",,,"0.331",,,"0.606","0.314"
"pp","OAS3 (pp) ISG15","false","pp","OAS3 (pp) ISG15","0.828",,"0.9",,,,"0.994","0.716"
"pp","OAS3 (pp) LY6E","false","pp","OAS3 (pp) LY6E","0.325",,,,,,"0.626","0.469"
"pp","OAS3 (pp) CMPK2","false","pp","OAS3 (pp) CMPK2","0.273",,,,,,"0.488","0.325"
"pp","OAS3 (pp) IFI44L","false","pp","OAS3 (pp) IFI44L","0.787",,,,,,"0.929","0.681"
"pp","OAS3 (pp) IFI6","false","pp","OAS3 (pp) IFI6","0.781",,"0.9",,,,"0.991","0.652"
"pp","OAS3 (pp) IFI44","false","pp","OAS3 (pp) IFI44","0.786",,,,,,"0.928","0.681"
"pp","OAS3 (pp) OASL","false","pp","OAS3 (pp) OASL","0.791",,,,,,"0.819","0.175"
"pp","OAS3 (pp) MX1","false","pp","OAS3 (pp) MX1","0.794",,"0.9",,,,"0.993","0.733"
"pp","OAS3 (pp) IFIT3","false","pp","OAS3 (pp) IFIT3","0.79",,"0.9","0.329",,,"0.995","0.698"
"pp","OAS3 (pp) CXCL10","false","pp","OAS3 (pp) CXCL10","0.331",,,,,,"0.631","0.472"
"pp","OAS3 (pp) RSAD2","false","pp","OAS3 (pp) RSAD2","0.787",,"0.9","0.335",,,"0.994","0.635"
"pp","OAS3 (pp) IFIT1","false","pp","OAS3 (pp) IFIT1","0.785",,"0.9","0.256",,,"0.994","0.717"
"pp","OAS3 (pp) HERC5","false","pp","OAS3 (pp) HERC5","0.752",,,,,,"0.887","0.567"
"pp","KLRB1 (pp) FCER1A","false","pp","KLRB1 (pp) FCER1A","0.211",,,,,,"0.408","0.281"
"pp","KLRB1 (pp) KIR2DL3","false","pp","KLRB1 (pp) KIR2DL3","0.11",,,,,,"0.685","0.661"
"pp","KLRB1 (pp) GZMK","false","pp","KLRB1 (pp) GZMK","0.722",,,,,,"0.815","0.364"
"pp","KLRB1 (pp) FGFBP2","false","pp","KLRB1 (pp) FGFBP2","0.136",,,,,,"0.507","0.453"
"pp","KLRB1 (pp) GNLY","false","pp","KLRB1 (pp) GNLY","0.37",,,,,,"0.616","0.416"
"pp","KLRB1 (pp) TIGIT","false","pp","KLRB1 (pp) TIGIT","0.16",,,,,,"0.423","0.342"
"pp","KLRB1 (pp) KLRC4","false","pp","KLRB1 (pp) KLRC4","0.099",,,,,,"0.433","0.397"
"pp","KLRB1 (pp) IL23R","false","pp","KLRB1 (pp) IL23R","0.062",,,,,,"0.603","0.595"
"pp","KLRB1 (pp) PRF1","false","pp","KLRB1 (pp) PRF1","0.273",,,,,,"0.723","0.635"
"pp","KLRB1 (pp) KLRD1","false","pp","KLRB1 (pp) KLRD1","0.227",,,,,,"0.425","0.287"
"pp","KLRB1 (pp) CD8A","false","pp","KLRB1 (pp) CD8A","0.334",,,,,,"0.798","0.71"
"pp","GZMK (pp) FGFBP2","false","pp","GZMK (pp) FGFBP2","0.214",,,,,,"0.494","0.383"
"pp","GZMK (pp) KLRG1","false","pp","GZMK (pp) KLRG1","0.136",,,,,,"0.518","0.465"
"pp","GZMK (pp) GNLY","false","pp","GZMK (pp) GNLY","0.243",,,,,,"0.65","0.557"
"pp","GZMK (pp) TIGIT","false","pp","GZMK (pp) TIGIT","0.275",,,,,,"0.559","0.417"
"pp","GZMK (pp) XCL1","false","pp","GZMK (pp) XCL1","0.134",,,,,,"0.419","0.357"
"pp","GZMK (pp) CST7","false","pp","GZMK (pp) CST7","0.268",,,,,,"0.458","0.29"
"pp","GZMK (pp) CTSW","false","pp","GZMK (pp) CTSW","0.123",,,,,,"0.475","0.427"
"pp","GZMK (pp) KLRD1","false","pp","GZMK (pp) KLRD1","0.198",,,,,,"0.491","0.392"
"pp","GZMK (pp) KLRF1","false","pp","GZMK (pp) KLRF1","0.196",,,,,,"0.441","0.334"
"pp","GZMK (pp) PRF1","false","pp","GZMK (pp) PRF1","0.287",,,,,,"0.756","0.672"
"pp","GZMK (pp) CD160","false","pp","GZMK (pp) CD160","0.077",,,,,,"0.475","0.455"
"pp","GZMK (pp) CD8B","false","pp","GZMK (pp) CD8B","0.221",,,,,,"0.535","0.429"
"pp","GZMK (pp) CD8A","false","pp","GZMK (pp) CD8A","0.777",,,,,,"0.896","0.556"
"pp","SPARC (pp) CLU","false","pp","SPARC (pp) CLU","0.094",,,,,,"0.423","0.39"
"pp","SPARC (pp) MMP9","false","pp","SPARC (pp) MMP9","0.062",,,,,,"0.517","0.507"
"pp","SPARC (pp) SPP1","false","pp","SPARC (pp) SPP1","0.098",,,,,,"0.876","0.868"
"pp","SPARC (pp) ALPL","false","pp","SPARC (pp) ALPL","0.078",,,,,,"0.559","0.542"
"pp","SPARC (pp) THBS1","false","pp","SPARC (pp) THBS1","0.096",,,"0.213",,,"0.769","0.701"
"pp","LTF (pp) DEFA4","false","pp","LTF (pp) DEFA4","0.284",,,,,,"0.633","0.509"
"pp","LTF (pp) TCN1","false","pp","LTF (pp) TCN1","0.139",,,,,,"0.643","0.603"
"pp","LTF (pp) BPI","false","pp","LTF (pp) BPI","0.184",,,,,,"0.425","0.325"
"pp","LTF (pp) HP","false","pp","LTF (pp) HP","0.17",,,"0.169",,,"0.586","0.448"
"pp","LTF (pp) CD274","false","pp","LTF (pp) CD274","0.062",,,,,,"0.407","0.394"
"pp","LTF (pp) MMP8","false","pp","LTF (pp) MMP8","0.183",,,,,,"0.54","0.46"
"pp","LTF (pp) CEACAM8","false","pp","LTF (pp) CEACAM8","0.325",,,,,,"0.46","0.233"
"pp","LTF (pp) MMP9","false","pp","LTF (pp) MMP9","0.154",,,,,,"0.415","0.337"
"pp","LTF (pp) CD8A","false","pp","LTF (pp) CD8A","0.069",,,,,,"0.474","0.459"
"pp","LTF (pp) CD177","false","pp","LTF (pp) CD177","0.097",,,"0.27",,,"0.525","0.338"
"pp","LTF (pp) CLU","false","pp","LTF (pp) CLU","0.062",,"0.6","0.27",,,"0.984","0.948"
"pp","LTF (pp) CAMP","false","pp","LTF (pp) CAMP","0.23",,,,,,"0.455","0.322"
"pp","LTF (pp) LCN2","false","pp","LTF (pp) LCN2","0.187",,,"0.154",,,"0.667","0.556"
"pp","CD160 (pp) KLRG1","false","pp","CD160 (pp) KLRG1",,,,,,,"0.684","0.684"
"pp","CD160 (pp) CD274","false","pp","CD160 (pp) CD274",,,,,,,"0.616","0.617"
"pp","CD160 (pp) TIGIT","false","pp","CD160 (pp) TIGIT",,,,,,,"0.681","0.681"
"pp","CD160 (pp) CD8A","false","pp","CD160 (pp) CD8A","0.077",,,,,,"0.692","0.681"
"pp","CD160 (pp) ACKR1","false","pp","CD160 (pp) ACKR1",,,,,,,"0.561","0.561"
"pp","CD160 (pp) KLRF1","false","pp","CD160 (pp) KLRF1","0.177",,,,,,"0.488","0.404"
"pp","CD160 (pp) PRF1","false","pp","CD160 (pp) PRF1","0.1",,,,,,"0.55","0.522"
"pp","CD160 (pp) KLRD1","false","pp","CD160 (pp) KLRD1","0.185",,,,,,"0.579","0.505"
"pp","CD160 (pp) TNFRSF9","false","pp","CD160 (pp) TNFRSF9",,,,,,,"0.523","0.524"
"pp","MMP8 (pp) CXCL10","false","pp","MMP8 (pp) CXCL10",,,,,,,"0.407","0.408"
"pp","MMP8 (pp) THBS1","false","pp","MMP8 (pp) THBS1","0.062",,,,,,"0.409","0.396"
"pp","MMP8 (pp) TCN1","false","pp","MMP8 (pp) TCN1","0.167",,,,,,"0.57","0.506"
"pp","MMP8 (pp) CXCL5","false","pp","MMP8 (pp) CXCL5","0.062",,,,,,"0.436","0.423"
"pp","MMP8 (pp) DEFA4","false","pp","MMP8 (pp) DEFA4","0.337",,,,,,"0.632","0.469"
"pp","MMP8 (pp) LCN2","false","pp","MMP8 (pp) LCN2","0.097",,,,,,"0.595","0.57"
"pp","MMP8 (pp) CAMP","false","pp","MMP8 (pp) CAMP","0.228",,,,,,"0.423","0.283"
"pp","MMP8 (pp) CXCL8","false","pp","MMP8 (pp) CXCL8","0.114",,,,,,"0.683","0.657"
"pp","MMP8 (pp) CD177","false","pp","MMP8 (pp) CD177","0.108",,,,,,"0.436","0.395"
"pp","MMP8 (pp) CRISP3","false","pp","MMP8 (pp) CRISP3","0.179",,,,,,"0.416","0.318"
"pp","MMP8 (pp) SPP1","false","pp","MMP8 (pp) SPP1","0.062",,,,,,"0.468","0.457"
"pp","MMP8 (pp) MMP9","false","pp","MMP8 (pp) MMP9","0.547",,,,,,"0.651","0.263"
"pp","MMP8 (pp) CEACAM8","false","pp","MMP8 (pp) CEACAM8","0.21",,,,,,"0.418","0.294"
"pp","MMP8 (pp) ARG1","false","pp","MMP8 (pp) ARG1","0.142",,,,,,"0.403","0.334"
"pp","GSTM2 (pp) CYP1B1","false","pp","GSTM2 (pp) CYP1B1",,,"0.65","0.057",,,"0.772","0.367"
"pp","GSTM2 (pp) GSTM1","false","pp","GSTM2 (pp) GSTM1","0.83","0.049","0.65","0.462",,,"0.966","0.056"
"pp","CEACAM8 (pp) CD177","false","pp","CEACAM8 (pp) CD177",,,,,,,"0.412","0.413"
"pp","CEACAM8 (pp) BPI","false","pp","CEACAM8 (pp) BPI","0.727",,,,,,"0.807","0.323"
"pp","CEACAM8 (pp) LGALS3","false","pp","CEACAM8 (pp) LGALS3",,,,,,,"0.899","0.899"
"pp","CEACAM8 (pp) CXCL8","false","pp","CEACAM8 (pp) CXCL8",,,,,,,"0.51","0.51"
"pp","CEACAM8 (pp) CD274","false","pp","CEACAM8 (pp) CD274",,,,,,,"0.424","0.425"
"pp","CEACAM8 (pp) CAMP","false","pp","CEACAM8 (pp) CAMP","0.56",,,,,,"0.664","0.268"
"pp","CEACAM8 (pp) GYPA","false","pp","CEACAM8 (pp) GYPA",,,,,,,"0.69","0.69"
"pp","CEACAM8 (pp) DEFA4","false","pp","CEACAM8 (pp) DEFA4","0.771",,,,,,"0.88","0.501"
"pp","CEACAM8 (pp) ARG1","false","pp","CEACAM8 (pp) ARG1","0.152",,,,,,"0.574","0.519"
"pp","CEACAM8 (pp) ITGA2B","false","pp","CEACAM8 (pp) ITGA2B",,,,,,,"0.513","0.514"
"pp","CEACAM8 (pp) CD24","false","pp","CEACAM8 (pp) CD24",,,,,,,"0.459","0.459"
"pp","CEACAM8 (pp) CD8A","false","pp","CEACAM8 (pp) CD8A",,,,,,,"0.562","0.562"
"pp","CEACAM8 (pp) RNASE3","false","pp","CEACAM8 (pp) RNASE3","0.313",,,,,,"0.436","0.213"
"pp","TMOD2 (pp) MYL4","false","pp","TMOD2 (pp) MYL4","0.063",,"0.6",,,,"0.611","0.047"
"pp","TMOD2 (pp) TMOD1","false","pp","TMOD2 (pp) TMOD1",,,"0.9",,,,"0.903","0.07"
"pp","NDUFA2 (pp) COX7C","false","pp","NDUFA2 (pp) COX7C","0.902",,,"0.702",,,"0.981","0.43"
"pp","NDUFA2 (pp) APOBEC3B","false","pp","NDUFA2 (pp) APOBEC3B","0.082",,,"0.529",,,"0.557","0.058"
"pp","NDUFA2 (pp) C14orf2","false","pp","NDUFA2 (pp) C14orf2","0.43",,,,,,"0.445","0.068"
"pp","LGALS3 (pp) ITGB3","false","pp","LGALS3 (pp) ITGB3","0.09",,,,,,"0.733","0.718"
"pp","LGALS3 (pp) ACTA2","false","pp","LGALS3 (pp) ACTA2","0.062",,,"0.284",,,"0.556","0.392"
"pp","LGALS3 (pp) CD8A","false","pp","LGALS3 (pp) CD8A",,,,,,,"0.557","0.558"
"pp","LGALS3 (pp) SIGLEC1","false","pp","LGALS3 (pp) SIGLEC1","0.062",,,"0.058",,,"0.526","0.507"
"pp","LGALS3 (pp) MMP9","false","pp","LGALS3 (pp) MMP9","0.073",,,,,,"0.729","0.72"
"pp","LGALS3 (pp) SPP1","false","pp","LGALS3 (pp) SPP1","0.095",,,,,,"0.533","0.506"
"pp","LGALS3 (pp) ABCC4","false","pp","LGALS3 (pp) ABCC4",,,,"0.471",,,"0.475","0.049"
"pp","LGALS3 (pp) ARG1","false","pp","LGALS3 (pp) ARG1",,,,,,,"0.467","0.467"
"pp","LGALS3 (pp) CLU","false","pp","LGALS3 (pp) CLU",,,,,,,"0.667","0.667"
"pp","LGALS3 (pp) LCN2","false","pp","LGALS3 (pp) LCN2","0.096",,,,,,"0.498","0.468"
"pp","LGALS3 (pp) CXCL8","false","pp","LGALS3 (pp) CXCL8","0.097",,,,,,"0.531","0.502"
"pp","CMPK2 (pp) MX1","false","pp","CMPK2 (pp) MX1","0.75",,,,,,"0.869","0.5"
"pp","CMPK2 (pp) OASL","false","pp","CMPK2 (pp) OASL","0.708",,,,,,"0.804","0.358"
"pp","CMPK2 (pp) GUK1","false","pp","CMPK2 (pp) GUK1","0.062",,,,,,"0.41","0.397"
"pp","CMPK2 (pp) HERC5","false","pp","CMPK2 (pp) HERC5","0.311",,,,,,"0.605","0.451"
"pp","CMPK2 (pp) PARP14","false","pp","CMPK2 (pp) PARP14","0.377",,,,,,"0.523","0.267"
"pp","CMPK2 (pp) IFI6","false","pp","CMPK2 (pp) IFI6","0.226",,,,,,"0.506","0.388"
"pp","CMPK2 (pp) IFI44L","false","pp","CMPK2 (pp) IFI44L","0.374",,,,,,"0.652","0.467"
"pp","CMPK2 (pp) NT5E","false","pp","CMPK2 (pp) NT5E",,,"0.9",,,,"0.9","0.044"
"pp","CMPK2 (pp) IFI44","false","pp","CMPK2 (pp) IFI44","0.366",,,,,,"0.655","0.478"
"pp","CMPK2 (pp) IFIT1","false","pp","CMPK2 (pp) IFIT1","0.63",,,,,"0.048","0.811","0.508"
"pp","CMPK2 (pp) RSAD2","false","pp","CMPK2 (pp) RSAD2","0.909",,,,,,"0.974","0.729"
"pp","CMPK2 (pp) CXCL10","false","pp","CMPK2 (pp) CXCL10","0.328",,,,,,"0.507","0.298"
"pp","CMPK2 (pp) IFIT3","false","pp","CMPK2 (pp) IFIT3","0.724",,,,,"0.048","0.835","0.424"
"pp","CMPK2 (pp) EPSTI1","false","pp","CMPK2 (pp) EPSTI1","0.357",,,,,,"0.702","0.557"
"pp","CMPK2 (pp) ISG15","false","pp","CMPK2 (pp) ISG15","0.38",,,,,,"0.654","0.466"
"pp","SPX (pp) HERC5","false","pp","SPX (pp) HERC5",,,,,,,"0.41","0.411"
"pp","DSC1 (pp) JUP","false","pp","DSC1 (pp) JUP","0.062",,"0.6","0.548",,,"0.948","0.733"
"pp","TCN1 (pp) MS4A3","false","pp","TCN1 (pp) MS4A3","0.114",,,,,,"0.629","0.599"
"pp","TCN1 (pp) LCN2","false","pp","TCN1 (pp) LCN2","0.306",,,,,,"0.455","0.248"
"pp","OASL (pp) RPL31","false","pp","OASL (pp) RPL31","0.192",,,"0.343",,,"0.483","0.106"
"pp","OASL (pp) ISG15","false","pp","OASL (pp) ISG15","0.834",,"0.9",,,,"0.994","0.719"
"pp","OASL (pp) LY6E","false","pp","OASL (pp) LY6E","0.162",,,,,,"0.577","0.517"
"pp","OASL (pp) RSAD2","false","pp","OASL (pp) RSAD2","0.801",,"0.9",,,,"0.993","0.716"
